name,birth,age,gender,address,trade_term,recept_balance
이서원,1953-07-24,36,F,서울시 동작구 대방동,6,11992801
조용월,1976-04-08,27,F,서울시 양천구 목2동,10,543933
이육묵,1975-07-04,34,F,서울시 은평구 진관동,12,568942
김려관,1966-10-06,29,F,서울시 은평구 응암3동,4,223091
김궁철,1964-09-26,56,F,서울시 마포구 대흥동,9,921442
이헌애,1967-11-13,39,M,서울시 금천구 시흥1동,6,465764
배왕판,1986-04-02,60,F,서울시 은평구 역촌동,10,19512419
이루휴,1981-04-15,66,F,서울시 강동구 둔촌2동,14,829033
김다도,1993-03-31,54,F,서울시 성동구 왕십리도선동,15,689448
송랑현,1970-12-05,63,F,서울시 구로구 구로4동,1,714927
박타공,1953-04-04,56,F,서울시 중랑구 신내1동,4,659390
차노하,1984-10-05,27,F,서울시 서대문구 북가좌2동,14,931621
류재극,1966-03-13,43,F,서울시 서초구 양재1동,10,407848
양리장,1964-08-10,71,F,서울시 강서구 화곡3동,18,15354423
김조단,1973-02-24,47,F,서울시 성북구 장위2동,3,851265
김극학,1981-03-02,67,M,서울시 은평구 신사1동,18,1742164
이혁범,1964-11-23,29,M,서울시 강서구 등촌2동,12,21364304
최겸안,1962-11-13,44,M,서울시 송파구 잠실6동,5,804564
김낭돈,1994-10-21,30,M,서울시 강북구 송중동,10,11973271
이슬탁,1965-09-02,58,M,서울시 구로구 개봉2동,4,334335
김치애,1990-05-03,35,F,서울시 강동구 암사3동,9,840937
정광율,1973-02-24,69,F,서울시 서초구 잠원동,5,981859
김장민,1995-07-16,38,M,서울시 송파구 잠실3동,6,465764
조대건,1978-04-26,45,M,서울시 서초구 잠원동,16,6912711
현판정,1964-05-03,44,F,서울시 성북구 안암동,10,275476
송업충,1962-02-10,61,F,서울시 노원구 하계2동,3,2286545
김초오,1970-03-03,41,F,서울시 서초구 반포3동,13,8598919
이필황,1955-03-06,55,F,서울시 송파구 잠실3동,3,46581
현판정,1996-08-31,67,F,서울시 은평구 응암1동,20,9112739
전도둘,1996-11-26,34,F,서울시 중랑구 면목3동,10,251928
김반빈,1965-06-28,29,M,서울시 서대문구 홍3동,2,554057
한국죽,1973-01-08,56,F,서울시 중랑구 신내1동,11,907306
김복모,1977-03-02,70,M,서울시 성북구 안암동,1,284825
신혁극,1985-07-02,56,M,서울시 강북구 삼양동,2,9300196
김년견,1951-08-02,57,F,서울시 강서구 화곡본동,4,9767650
박음운,1982-01-15,25,M,서울시 강북구 번1동,16,959819
차승엽,1957-01-01,34,M,서울시 동작구 상도3동,17,4046378
