name,birth,age,gender,address,trade_term,recept_balance
김려관,1970-01-21,58,M,서울시 송파구 장지동,4,6386194
정광율,1970-09-29,30,F,서울시 동대문구 전농1동,17,6722935
김배위,1988-06-09,23,F,서울시 서대문구 홍1동,6,801181
박설매,1961-12-24,54,F,서울시 광진구 자양1동,4,14898788
김복모,1974-04-28,66,F,서울시 강동구 둔촌2동,14,829033
최둘여,1967-11-20,61,F,서울시 강남구 개포2동,7,3885329
김탁보,1971-10-10,45,M,서울시 구로구 구로4동,11,590311
배량선,1963-06-06,56,F,서울시 중랑구 중화2동,8,698836868
차승엽,1970-01-08,34,F,서울시 강동구 성내3동,16,5161023
이고후,1951-03-07,34,M,서울시 관악구 보라매동,6,25872319
최온시,1950-06-17,54,F,서울시 용산구 한강로동,5,1546922
김반빈,1970-01-21,47,F,서울시 금천구 대림3동,3,863985
신열겸,1975-03-30,38,M,서울시 동대문구 이문1동,4,827063
박음운,1992-10-09,64,F,서울시 서초구 방배2동,9,494724
여요롬,1972-04-07,44,M,서울시 양천구 신정3동,5,22475259
이시판,1948-03-01,46,F,서울시 강서구 가양1동,9,915789
송업충,1949-11-22,32,M,서울시 노원구 공릉1동,13,4973848
이태협,1954-08-12,35,F,서울시 강동구 암사3동,12,5070377
유공률,1984-06-24,42,M,서울시 양천구 신정1동,15,20577700
김옥후,1992-09-12,28,F,서울시 구로구 수궁동,7,1937677
김솔제,1995-08-09,54,F,서울시 중랑구 면목2동,15,19512419
박설매,1994-03-16,56,F,서울시 중랑구 신내1동,9,921442
정항니,1992-09-12,58,M,서울시 종로구 종로1가,8,354319957
신열겸,1964-04-03,40,F,서울시 강서구 우장산동,17,88139
이진래,1978-06-26,56,M,서울시 중랑구 신내2동,5,769310
강교례,1978-11-26,27,M,서울시 구로구 구로4동,12,2104425
김실명,1965-11-24,63,M,서울시 강서구 공항동,5,9485402
김극학,1956-08-21,53,F,서울시 강북구 수유1동,18,19398030
이육묵,1982-05-23,33,M,서울시 송파구 석촌동,3,9130725
김승란,1971-10-10,36,F,서울시 서대문구 홍은2동,5,3108148
한범염,1948-03-27,36,F,서울시 금천구 독산1동,6,11992801
김극학,1958-12-09,58,F,서울시 서대문구 남가좌1동,6,6189128
김좌염,1954-08-12,60,F,서울시 금천구 신길6동,17,4459135
강라돌,1950-01-07,64,M,서울시 강북구 삼양동,21,588698
손흔사,1993-02-21,48,F,서울시 용산구 용산2가동,1,545252
이감문,1965-04-03,35,M,서울시 송파구 잠실4동,12,5070377
윤태애,1950-05-08,48,F,서울시 서초구 반포4동,9,875157
정항니,1964-11-23,58,M,서울시 송파구 삼전동,2,9300196
최제모,1977-02-01,26,F,서울시 노원구 공릉2동,4,2950074
손흔사,1967-10-12,34,F,서울시 중랑구 면목3동,17,4046378
김솔제,1975-11-27,58,F,서울시 양천구 신정1동,5,769310
김환늘,1961-09-24,34,F,서울시 송파구 잠실2동,16,25083
김궁님,1965-06-06,54,F,서울시 광진구 자양1동,17,934361
이후풍,1998-07-08,46,F,서울시 도봉구 창2동,17,6951875
이태협,1969-02-18,42,F,서울시 강서구 화곡8동,5,9127288
최종청,1973-11-03,53,F,서울시 강북구 수유1동,9,921442
전내사,1976-04-08,39,M,서울시 성북구 장위1동,19,23877522
이진돈,1961-11-10,47,M,서울시 금천구 독산1동,13,906030
정녹래,1963-04-14,68,M,서울시 은평구 응암3동,11,4426458
조임삼,1949-10-27,58,M,서울시 종로구 종로1가,2,328866
정후표,1988-04-29,57,M,서울시 광진구 군자동,18,425508
최민시,1953-01-28,35,M,서울시 광진구 화양동,6,13112688
신열겸,1955-10-14,42,M,서울시 양천구 신정3동,10,5123046
