name,birth,age,gender,address,trade_term,recept_balance
이한유,1957-11-18,50,F,서울시 광진구 구의3동,9,2436352
박권권,1996-12-07,61,F,서울시 성동구 용답동,14,32292736
박설매,1980-04-28,57,F,서울시 도봉구 도봉2동,7,4240661
최우엽,1964-04-19,24,F,서울시 은평구 대조동,12,8394779
안거희,1988-02-13,43,F,서울시 중랑구 신내2동,11,590311
이어배,1950-06-17,36,F,서울시 도봉구 방학3동,3,936107
강창표,1993-03-08,50,F,서울시 노원구 하계1동,9,955143
신혁극,1980-06-20,66,M,서울시 관악구 신림동,11,8426258
이민위,1949-05-02,54,F,서울시 도봉구 방학2동,12,370526801
유안갑,1995-12-15,32,F,서울시 노원구 상계2동,3,789450
윤유집,1973-09-29,36,F,서울시 강남구 세곡동,8,232612
최우엽,1961-06-27,48,F,서울시 서초구 반포본동,3,863985
손루염,1961-04-15,57,F,서울시 강동구 천호2동,17,943821
이환철,1972-08-05,66,M,서울시 용산구 한남동,12,494724
민겸행,1948-06-18,21,M,서울시 노원구 상계1동,1,28438488
한범염,1962-02-10,50,M,서울시 마포구 망원1동,16,6912711
나긍옥,1992-06-13,70,M,서울시 금천구 독산3동,17,929154
김휴건,1991-08-23,44,M,서울시 서대문구 충현동,15,12429400
조점득,1985-04-27,66,M,서울시 관악구 신림동,16,713868
조의규,1961-12-24,47,M,서울시 광진구 화양동,8,137308
이희오,1976-12-19,32,F,서울시 노원구 상계2동,13,5048394
김환늘,1975-03-25,25,F,서울시 도봉구 창5동,5,6485092
이쌍요,1998-05-15,30,F,서울시 광진구 중곡3동,4,223091
이희오,1982-04-25,52,M,서울시 강남구 일원2동,19,19398030
최리걸,1991-07-02,22,M,서울시 서초구 잠원동,5,355862656
임관련,1981-05-10,25,M,서울시 노원구 월계2동,18,660909
김문선,1972-05-22,66,M,서울시 용산구 한남동,15,48441
정효숙,1962-09-06,44,M,서울시 서대문구 충현동,11,973030
김군죽,1975-11-27,55,M,서울시 강동구 강일동,9,423188
이명준,1982-09-29,44,M,서울시 마포구 공덕동,15,959002
김은률,1962-04-18,69,M,서울시 금천구 문래동,5,7736475
양사을,1957-09-07,54,F,서울시 강남구 논현1동,5,1546922
이나백,1980-04-28,54,M,서울시 성동구 응봉동,15,639501
임운서,1995-07-16,27,M,서울시 양천구 신정3동,12,309864936
양제생,1961-03-14,48,F,서울시 구로구 구로4동,1,817849
장붕록,1961-03-14,54,M,서울시 송파구 거여2동,2,885277
이서원,1951-04-22,32,F,서울시 노원구 상계2동,9,567344
이시판,1963-04-14,56,F,서울시 중랑구 신내1동,4,678555
이융항,1994-12-13,55,F,서울시 성동구 송정동,7,952357
최흥샘,1962-12-18,64,M,서울시 양천구 목2동,21,1742164
김배손,1968-03-06,30,F,서울시 강서구 발산1동,7,16610469
정걸렬,1993-08-25,24,M,서울시 동작구 대방동,1,579406
