name,birth,age,gender,address,trade_term,recept_balance
박면우,1973-10-16,48,F,서울시 용산구 용산2가동,14,5048394
송부결,1981-04-05,29,M,서울시 성동구 성수2가1동,19,23877522
조대건,1951-04-22,22,M,서울시 서초구 잠원동,5,16610469
김수슬,1966-09-21,52,F,서울시 마포구 염리동,10,381251
백재옥,1981-10-16,38,F,서울시 양천구 신정4동,5,610943
김배위,1983-05-14,69,F,서울시 성동구 옥수동,10,5099584
이흔성,1965-02-08,57,M,서울시 은평구 갈현1동,4,659390
김궁철,1974-12-20,32,M,서울시 강동구 성내2동,10,56049
이라정,1972-03-18,57,F,서울시 강서구 화곡본동,14,492292229
이낭늠,1971-10-03,45,M,서울시 관악구 삼성동,1,526154
김문협,1967-10-25,57,F,서울시 강서구 화곡본동,12,492292229
이제비,1989-08-04,43,M,서울시 송파구 거여1동,5,610943
김나옥,1982-04-25,70,F,서울시 성동구 옥수동,4,274489
전새휴,1975-12-03,52,F,서울시 도봉구 창1동,18,1427992
윤욱태,1953-02-15,33,F,서울시 송파구 삼전동,15,527308
이감문,1984-02-01,71,F,서울시 강남구 대치4동,14,813238
김돈숙,1996-05-23,63,F,서울시 금천구 시흥5동,18,7055790
백재옥,1991-12-17,30,F,서울시 강서구 발산1동,7,20402797
최온시,1952-08-27,47,F,서울시 성북구 장위2동,2,4332436
최월군,1953-02-15,33,F,서울시 송파구 삼전동,3,9180730
고주남,1963-11-03,30,F,서울시 강서구 발산1동,7,20402797
서마별,1962-12-20,57,F,서울시 송파구 문정2동,8,698836868
김점철,1992-07-27,37,F,서울시 금천구 문래동,12,633387
김나옥,1975-07-26,47,F,서울시 금천구 독산1동,7,275476
최민시,1990-10-24,43,F,서울시 강서구 가양1동,2,5577833
이서원,1981-05-10,56,F,서울시 강남구 신사동,16,717265
김창택,1980-06-12,45,M,서울시 구로구 구로4동,14,3916040
전새휴,1964-11-06,26,F,서울시 중랑구 묵2동,11,729459
강필준,1968-06-26,35,M,서울시 동대문구 장안1동,8,45108
유갑업,1967-02-21,56,M,서울시 금천구 당산2동,17,4438877
김철복,1949-07-06,62,F,서울시 강서구 방화1동,8,129646
윤회작,1986-05-13,55,F,서울시 강서구 염창동,19,24532853
서인달,1970-01-21,46,F,서울시 강동구 명일1동,17,416921
정녹래,1984-02-01,43,M,서울시 은평구 갈현1동,4,972355
김숭분,1953-11-05,57,M,서울시 강동구 암사3동,18,7185105
양사을,1967-09-22,48,F,서울시 서초구 반포4동,8,875157
김서리,1997-01-16,32,M,서울시 금천구 독산2동,14,4973848
정항니,1964-11-23,58,F,서울시 서대문구 남가좌1동,15,9066969
최회재,1962-10-17,30,F,서울시 동대문구 전농1동,11,140337
이루휴,1980-06-20,54,F,서울시 광진구 자양1동,15,689448
이보곤,1959-01-15,32,F,서울시 광진구 중곡3동,3,3290306
임갑엽,1955-02-23,58,F,서울시 양천구 신정1동,5,2286545
김좌발,1980-04-28,62,M,서울시 금천구 양평2동,10,875126
박음운,1955-05-30,49,M,서울시 성동구 왕십리도선동,16,865417
김탁복,1984-08-23,54,M,서울시 성동구 응봉동,13,4326015
김솔제,1959-06-19,57,M,서울시 구로구 가리봉동,18,178026
김갑량,1979-12-18,58,M,서울시 송파구 장지동,4,9767650
박강상,1967-03-28,58,F,서울시 양천구 신정1동,13,952357
황청군,1966-05-28,44,F,서울시 양천구 목2동,18,462567
우웅모,1968-01-14,43,F,서울시 강서구 가양1동,1,197849
양담실,1956-01-22,45,F,서울시 금천구 시흥2동,8,275476
윤아육,1959-07-22,46,F,서울시 강동구 명일1동,3,531530
이시판,1960-01-01,47,F,서울시 은평구 증산동,14,987879
김민예,1971-12-08,53,F,서울시 금천구 시흥5동,11,29180982
김서리,1989-08-09,57,M,서울시 강서구 가양3동,13,882673
김낭돈,1990-05-03,26,F,서울시 동대문구 청량리동,11,8394779
류재극,1966-05-28,44,M,서울시 서초구 방배3동,11,973030
황현칠,1977-02-24,58,M,서울시 구로구 개봉2동,7,704030994
남단구,1965-09-02,23,F,서울시 서대문구 북가좌2동,6,931621
이곤구,1980-05-29,57,M,서울시 은평구 응암3동,15,26844
변위풍,1977-05-14,62,M,서울시 서대문구 홍1동,4,330443
이귀방,1988-05-31,69,F,서울시 종로구 혜화동,16,876573
이하복,1977-10-22,25,M,서울시 은평구 불광1동,19,233148
이기랑,1987-07-12,43,M,서울시 금천구 독산2동,9,690985
이경율,1981-05-13,51,M,서울시 은평구 응암2동,3,573120
